Level 1,Level 2,Level 3,Level 4,Bos Klasor,Video Suresi (saniye)
IC CAPTURE 16.11.2024-MAK,SECOND,PLA CUBE,CUBE-14,,2.86
IC CAPTURE 16.11.2024-MAK,SECOND,PLA CUBE,CUBE-23,,3.22
IC CAPTURE 16.11.2024-MAK,SECOND,PLA CUBE,CUBE-27,,2.94
IC CAPTURE 16.11.2024-MAK,SECOND,PLA HC,HC-1,,3.64
IC CAPTURE 16.11.2024-MAK,SECOND,PLA HC,HC-2,EVET,0
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-1,,2.68
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-3,,2.72
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-5,,2.42
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-9,,2.34
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-16,,2.98
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-19,EVET,0
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-21,EVET,0
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-25,,4.96
IC CAPTURE 16.11.2024-MAK,THIRD,PLA C,C-27,,3.18
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-1,EVET,0
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-2,,3.1
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-3,,3.0
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-4,,2.98
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-7,,2.94
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-11,,2.96
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-14,,2.98
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-23,,3.24
IC CAPTURE 16.11.2024-MAK,THIRD,PLA CUBE,CUBE-27,,3.02
IC CAPTURE 16.11.2024-MAK,THIRD,PLA HC,HC-1,,3.88
IC CAPTURE 16.11.2024-MAK,THIRD,PLA HC,HC-2,EVET,0
IC CAPTURE 20.11.2024-ANG,FIRST,PLA C,C-2,,2.5
IC CAPTURE 20.11.2024-ANG,FIRST,PLA C,C-7,,2.66
IC CAPTURE 20.11.2024-ANG,FIRST,PLA C,C-12,,2.9
IC CAPTURE 20.11.2024-ANG,FIRST,PLA C,C-13,,2.5
IC CAPTURE 20.11.2024-ANG,FIRST,PLA C,C-29,,4.16
IC CAPTURE 20.11.2024-ANG,FIRST,PLA HC,HC-3,,3.26
IC CAPTURE 20.11.2024-ANG,FIRST,PLA HC,HC-4,,4.3
IC CAPTURE 20.11.2024-ANG,FIRST,PLA HC,HC-5,,4.02
IC CAPTURE 20.11.2024-ANG,FIRST,PLA HC,HC-6,,3.76
IC CAPTURE 20.11.2024-ANG,FIRST,PLA HC,HC-8,,4.1
IC CAPTURE 20.11.2024-ANG,SECOND,PLA C,C-2,,2.78
IC CAPTURE 20.11.2024-ANG,SECOND,PLA C,C-7,,2.54
IC CAPTURE 20.11.2024-ANG,SECOND,PLA C,C-12,,3.1
IC CAPTURE 20.11.2024-ANG,SECOND,PLA C,C-13,,2.42
IC CAPTURE 20.11.2024-ANG,SECOND,PLA C,C-29,,4.38
IC CAPTURE 20.11.2024-ANG,SECOND,PLA HC,HC-3,,3.6
IC CAPTURE 20.11.2024-ANG,SECOND,PLA HC,HC-4,,4.02
IC CAPTURE 20.11.2024-ANG,SECOND,PLA HC,HC-5,EVET,0
IC CAPTURE 20.11.2024-ANG,SECOND,PLA HC,HC-6,EVET,0
IC CAPTURE 20.11.2024-ANG,SECOND,PLA HC,HC-8,EVET,0
IC CAPTURE 20.11.2024-ANG,THIRD,PLA C,C-2,,2.76
IC CAPTURE 20.11.2024-ANG,THIRD,PLA C,C-7,,3.08
IC CAPTURE 20.11.2024-ANG,THIRD,PLA C,C-12,,2.66
IC CAPTURE 20.11.2024-ANG,THIRD,PLA C,C-13,,2.28
IC CAPTURE 20.11.2024-ANG,THIRD,PLA C,C-29,,4.42
IC CAPTURE 20.11.2024-ANG,THIRD,PLA HC,HC-3,,3.7
IC CAPTURE 20.11.2024-ANG,THIRD,PLA HC,HC-4,,4.08
IC CAPTURE 20.11.2024-ANG,THIRD,PLA HC,HC-5,EVET,0
IC CAPTURE 20.11.2024-ANG,THIRD,PLA HC,HC-6,EVET,0
IC CAPTURE 20.11.2024-ANG,THIRD,PLA HC,HC-8,EVET,0
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-2,,2.66
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-7,,2.68
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-12,,3.08
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-13,,2.62
IC CAPTURE 20.11.2024-MAK,FIRST,PLA C,C-29,,4.4
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-3,,5.86
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-4,,4.34
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-5,,3.98
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-6,,3.76
IC CAPTURE 20.11.2024-MAK,FIRST,PLA HC,HC-8,,4.12
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-2,,2.82
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-7,,2.7
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-12,,3.14
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-13,,2.56
IC CAPTURE 20.11.2024-MAK,SECOND,PLA C,C-29,,4.18
IC CAPTURE 20.11.2024-MAK,SECOND,PLA HC,HC-3,,3.72
IC CAPTURE 20.11.2024-MAK,SECOND,PLA HC,HC-4,,4.16
IC CAPTURE 20.11.2024-MAK,SECOND,PLA HC,HC-5,EVET,0
IC CAPTURE 20.11.2024-MAK,SECOND,PLA HC,HC-6,EVET,0
IC CAPTURE 20.11.2024-MAK,SECOND,PLA HC,HC-8,EVET,0
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-2,,2.76
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-7,,3.06
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-12,,2.72
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-13,,2.42
IC CAPTURE 20.11.2024-MAK,THIRD,PLA C,C-29,,4.7
IC CAPTURE 20.11.2024-MAK,THIRD,PLA HC,HC-3,,3.72
IC CAPTURE 20.11.2024-MAK,THIRD,PLA HC,HC-4,,4.22
IC CAPTURE 20.11.2024-MAK,THIRD,PLA HC,HC-5,EVET,0
IC CAPTURE 20.11.2024-MAK,THIRD,PLA HC,HC-6,EVET,0
IC CAPTURE 20.11.2024-MAK,THIRD,PLA HC,HC-8,EVET,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-4,,2.5
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-6,,2.84
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-8,,2.7
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-11,,2.46
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-15,,2.92
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-20,,2.36
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-28,,2.62
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-5,,2.9
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-6,,2.58
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-14,,3.12
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-15,,2.94
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-17,,4.52
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-19,,2.76
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-25,,2.96
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-28,,2.38
IC CAPTURE 23.11.2024-ANG,FIRST,PLA HC,HC-7,,2.22
IC CAPTURE 23.11.2024-ANG,FIRST,PLA HC,HC-9,,2.88
IC CAPTURE 23.11.2024-ANG,FIRST,PLA HC,HC-10,EVET,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA HC,HC-11,,2.94
IC CAPTURE 23.11.2024-ANG,FIRST,PLA HC,HC-12,,3.22
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-4,,2.64
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-6,,2.58
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-8,,2.54
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-11,,3.06
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-15,,2.84
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-20,,2.36
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-28,,2.64
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-5,,2.56
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-6,,2.92
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-14,,3.26
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-15,,2.94
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-17,,4.64
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-19,,2.2
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-25,,2.84
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-28,,2.6
IC CAPTURE 23.11.2024-ANG,SECOND,PLA HC,HC-7,EVET,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA HC,HC-9,,3.22
IC CAPTURE 23.11.2024-ANG,SECOND,PLA HC,HC-10,EVET,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA HC,HC-11,,3.46
IC CAPTURE 23.11.2024-ANG,SECOND,PLA HC,HC-12,EVET,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-4,,2.16
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-6,,2.72
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-8,,2.9
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-11,,2.66
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-15,,2.82
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-20,,2.5
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-28,,2.62
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-5,,2.88
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-6,,2.58
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-14,,3.06
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-15,,2.72
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-17,,4.28
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-19,,2.6
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-25,,2.92
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-28,,2.14
IC CAPTURE 23.11.2024-ANG,THIRD,PLA HC,HC-7,EVET,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA HC,HC-9,,3.24
IC CAPTURE 23.11.2024-ANG,THIRD,PLA HC,HC-10,EVET,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA HC,HC-11,,3.36
IC CAPTURE 23.11.2024-ANG,THIRD,PLA HC,HC-12,EVET,0
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-4,,2.52
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-6,,2.64
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-8,,2.86
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-11,,2.68
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-15,,2.84
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-20,,2.44
IC CAPTURE 23.11.2024-MAK,FIRST,PLA C,C-28,,2.7
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-5,,2.94
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-6,,2.66
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-14,,3.32
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-15,,1.24
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-17,,4.58
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-19,,2.74
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-25,,3.1
IC CAPTURE 23.11.2024-MAK,FIRST,PLA CUBE,CUBE-28,,2.6
IC CAPTURE 23.11.2024-MAK,FIRST,PLA HC,HC-7,,7.76
IC CAPTURE 23.11.2024-MAK,FIRST,PLA HC,HC-9,,3.4
IC CAPTURE 23.11.2024-MAK,FIRST,PLA HC,HC-10,EVET,0
IC CAPTURE 23.11.2024-MAK,FIRST,PLA HC,HC-11,,3.26
IC CAPTURE 23.11.2024-MAK,FIRST,PLA HC,HC-12,,3.2
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-4,,2.38
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-6,,2.64
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-8,,2.64
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-11,,2.94
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-15,,2.92
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-20,,2.3
IC CAPTURE 23.11.2024-MAK,SECOND,PLA C,C-28,,2.7
IC CAPTURE 23.11.2024-MAK,SECOND,PLA CUBE,CUBE-5,,2.52
IC CAPTURE 23.11.2024-MAK,SECOND,PLA CUBE,CUBE-6,,2.94
IC CAPTURE 23.11.2024-MAK,SECOND,PLA CUBE,CUBE-14,,3.1
IC CAPTURE 23.11.2024-MAK,SECOND,PLA CUBE,CUBE-15,,2.98
IC CAPTURE 23.11.2024-MAK,SECOND,PLA CUBE,CUBE-17,,4.62
IC CAPTURE 23.11.2024-MAK,SECOND,PLA CUBE,CUBE-19,,2.32
IC CAPTURE 23.11.2024-MAK,SECOND,PLA CUBE,CUBE-25,,2.86
IC CAPTURE 23.11.2024-MAK,SECOND,PLA CUBE,CUBE-28,,3.3
IC CAPTURE 23.11.2024-MAK,SECOND,PLA HC,HC-7,EVET,0
IC CAPTURE 23.11.2024-MAK,SECOND,PLA HC,HC-9,,3.22
IC CAPTURE 23.11.2024-MAK,SECOND,PLA HC,HC-10,EVET,0
IC CAPTURE 23.11.2024-MAK,SECOND,PLA HC,HC-11,,3.64
IC CAPTURE 23.11.2024-MAK,SECOND,PLA HC,HC-12,EVET,0
IC CAPTURE 23.11.2024-MAK,THIRD,PLA C,C-4,,2.44
IC CAPTURE 23.11.2024-MAK,THIRD,PLA C,C-6,,2.84
IC CAPTURE 23.11.2024-MAK,THIRD,PLA C,C-8,,2.96
IC CAPTURE 23.11.2024-MAK,THIRD,PLA C,C-11,,2.7
IC CAPTURE 23.11.2024-MAK,THIRD,PLA C,C-15,,2.76
IC CAPTURE 23.11.2024-MAK,THIRD,PLA C,C-20,,2.36
IC CAPTURE 23.11.2024-MAK,THIRD,PLA C,C-28,,2.7
IC CAPTURE 23.11.2024-MAK,THIRD,PLA CUBE,CUBE-5,,2.92
IC CAPTURE 23.11.2024-MAK,THIRD,PLA CUBE,CUBE-6,,2.22
IC CAPTURE 23.11.2024-MAK,THIRD,PLA CUBE,CUBE-14,,3.16
IC CAPTURE 23.11.2024-MAK,THIRD,PLA CUBE,CUBE-15,,2.86
IC CAPTURE 23.11.2024-MAK,THIRD,PLA CUBE,CUBE-17,,4.32
IC CAPTURE 23.11.2024-MAK,THIRD,PLA CUBE,CUBE-19,,3.56
IC CAPTURE 23.11.2024-MAK,THIRD,PLA CUBE,CUBE-25,,6.14
IC CAPTURE 23.11.2024-MAK,THIRD,PLA CUBE,CUBE-28,,4.28
IC CAPTURE 23.11.2024-MAK,THIRD,PLA HC,HC-7,EVET,0
IC CAPTURE 23.11.2024-MAK,THIRD,PLA HC,HC-9,,0.18
IC CAPTURE 23.11.2024-MAK,THIRD,PLA HC,HC-10,EVET,0
IC CAPTURE 23.11.2024-MAK,THIRD,PLA HC,HC-11,,4.88
IC CAPTURE 23.11.2024-MAK,THIRD,PLA HC,HC-12,EVET,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-10,,2.98
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-14,,2.46
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-17,,2.5
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-18,,2.46
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-22,,2.94
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-23,,2.3
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-24,,2.18
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-26,,2.62
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-8,,2.32
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-9,,2.8
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-10,,3.04
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-13,,4.84
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-16,,2.54
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-18,,2.66
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-20,,2.8
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-21,,4.38
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-22,,3.0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-24,,4.26
IC CAPTURE 30.11.2024 ANG,FIRST,PLA CUBE,CUBE-26,,2.62
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-10,,3.1
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-14,,2.48
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-17,,2.3
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-18,,4.74
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-22,,6.26
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-23,,2.18
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-24,,2.08
IC CAPTURE 30.11.2024 ANG,SECOND,PLA C,C-26,,2.68
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-8,,2.18
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-9,,2.66
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-10,,3.02
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-13,,4.14
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-16,,2.48
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-18,,2.48
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-20,,2.72
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-21,,4.44
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-22,,2.82
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-24,,4.24
IC CAPTURE 30.11.2024 ANG,SECOND,PLA CUBE,CUBE-26,,2.42
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-10,,2.92
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-14,,2.44
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-17,,2.24
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-18,,2.44
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-22,,2.82
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-23,,2.4
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-24,,2.04
IC CAPTURE 30.11.2024 ANG,THIRD,PLA C,C-26,,2.64
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-8,,2.26
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-9,,2.66
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-10,,2.88
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-13,,4.34
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-16,,2.56
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-18,,2.48
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-20,,2.8
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-21,,4.26
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-22,,3.0
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-24,,4.54
IC CAPTURE 30.11.2024 ANG,THIRD,PLA CUBE,CUBE-26,,2.58
IC CAPTURE 30.11.2024 MAK,FIRST,PLA C,C-10,,2.96
IC CAPTURE 30.11.2024 MAK,FIRST,PLA C,C-14,,2.58
IC CAPTURE 30.11.2024 MAK,FIRST,PLA C,C-17,,2.48
IC CAPTURE 30.11.2024 MAK,FIRST,PLA C,C-18,,2.44
IC CAPTURE 30.11.2024 MAK,FIRST,PLA C,C-22,,3.06
IC CAPTURE 30.11.2024 MAK,FIRST,PLA C,C-23,,2.42
IC CAPTURE 30.11.2024 MAK,FIRST,PLA C,C-24,,2.2
IC CAPTURE 30.11.2024 MAK,FIRST,PLA C,C-26,,2.72
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-8,,2.4
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-9,,2.86
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-10,,3.1
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-13,,4.86
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-16,,2.6
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-18,,2.66
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-20,,2.86
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-21,,4.4
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-22,,3.06
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-24,,4.44
IC CAPTURE 30.11.2024 MAK,FIRST,PLA CUBE,CUBE-26,,2.64
IC CAPTURE 30.11.2024 MAK,SECOND,PLA C,C-10,,3.26
IC CAPTURE 30.11.2024 MAK,SECOND,PLA C,C-14,,2.6
IC CAPTURE 30.11.2024 MAK,SECOND,PLA C,C-17,,2.52
IC CAPTURE 30.11.2024 MAK,SECOND,PLA C,C-18,,2.46
IC CAPTURE 30.11.2024 MAK,SECOND,PLA C,C-22,,2.94
IC CAPTURE 30.11.2024 MAK,SECOND,PLA C,C-23,,3.94
IC CAPTURE 30.11.2024 MAK,SECOND,PLA C,C-24,,2.14
IC CAPTURE 30.11.2024 MAK,SECOND,PLA C,C-26,,2.7
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-8,,2.3
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-9,,2.6
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-10,,3.22
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-13,,4.24
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-16,,2.64
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-18,,2.58
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-20,,2.84
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-21,,4.36
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-22,,2.86
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-24,,4.26
IC CAPTURE 30.11.2024 MAK,SECOND,PLA CUBE,CUBE-26,,2.62
IC CAPTURE 30.11.2024 MAK,THIRD,PLA C,C-10,,2.94
IC CAPTURE 30.11.2024 MAK,THIRD,PLA C,C-14,,2.4
IC CAPTURE 30.11.2024 MAK,THIRD,PLA C,C-17,,2.48
IC CAPTURE 30.11.2024 MAK,THIRD,PLA C,C-18,,2.52
IC CAPTURE 30.11.2024 MAK,THIRD,PLA C,C-22,,2.92
IC CAPTURE 30.11.2024 MAK,THIRD,PLA C,C-23,,2.5
IC CAPTURE 30.11.2024 MAK,THIRD,PLA C,C-24,,2.16
IC CAPTURE 30.11.2024 MAK,THIRD,PLA C,C-26,,2.72
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-8,,2.56
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-9,,2.84
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-10,,2.98
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-13,,4.22
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-16,,2.62
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-18,,2.58
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-20,,2.84
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-21,,4.26
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-22,,3.04
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-24,,5.14
IC CAPTURE 30.11.2024 MAK,THIRD,PLA CUBE,CUBE-26,,2.58
IC CAPTURE 4.12.2024-ANG,FIRST,PS,EC-2,,8.7
IC CAPTURE 4.12.2024-ANG,FIRST,PS,EC-4,,7.44
IC CAPTURE 4.12.2024-ANG,FIRST,PS,EC-10,,5.2
IC CAPTURE 4.12.2024-ANG,FIRST,PS,EC-11,,14.76
IC CAPTURE 4.12.2024-MAK,FIRST,PMMA,BSP-1,EVET,0
IC CAPTURE 4.12.2024-MAK,FIRST,PMMA,C-1,EVET,0
IC CAPTURE 4.12.2024-MAK,FIRST,PMMA,HC-1,EVET,0
IC CAPTURE 4.12.2024-MAK,FIRST,PMMA,WSP-1,EVET,0
IC CAPTURE 4.12.2024-MAK,FIRST,PS,EC-1,,4.4
IC CAPTURE 4.12.2024-MAK,FIRST,PS,EC-2,,7.94
IC CAPTURE 4.12.2024-MAK,FIRST,PS,EC-4,,7.34
IC CAPTURE 4.12.2024-MAK,FIRST,PS,EC-10,,7.88
IC CAPTURE 4.12.2024-MAK,FIRST,PS,EC-11,,7.38
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-3,,7.1
IC CAPTURE 14.12.2024-ANG,FIRST,PS,EC-5,,6.62
