Klasor,experiment,category,particle_code,Video Suresi (sn),Boyut Tipi,a_v,b_v,c_v,material_v,Kaynak,velocity_ms,view,particle_code_clean,a_mm,b_mm,c_mm,volume_mm3,surface_area_mm2,density_kg_m3,weight_g,matched,L,I,S,d_eq,sphericity,aspect_ratio,CSF,flatness,elongation,density_ratio,density_diff,category_encoded,view_encoded
IC CAPTURE 20.11.2024-ANG,THIRD,PLA C,C-12,2.66,"a, b, c (mm)",2.856666666666667,2.323333333333333,,Plexiglass,Part 1 (2023-2024),0.1071,ANG,C-12,2.856666666666667,2.323333333333333,2.59,17.18980122222222,40.10637777777777,1200.0,,False,2.856666666666667,2.59,2.323333333333333,2.580815459546656,0.8031276671921864,1.2295552367288383,0.8541455010900941,0.8970398970398968,0.9066511085180862,1.2,200.0,8,0
IC CAPTURE 20.11.2024-ANG,THIRD,PLA C,C-13,2.28,"a, b, c (mm)",2.82,2.883333333333333,,Plexiglass,Part 1 (2023-2024),0.125,ANG,C-13,2.82,2.883333333333333,2.8516666666666666,23.18690166666666,48.7900111111111,1200.0,,False,2.883333333333333,2.8516666666666666,2.82,2.851549446444696,0.8059628444854103,1.0224586288416075,0.9834500400858112,0.988895382817066,0.9890173410404626,1.2,200.0,8,0
IC CAPTURE 20.11.2024-ANG,THIRD,PLA C,C-29,4.42,"a, b, c (mm)",2.83,1.026666666666667,,Plexiglass,Part 1 (2023-2024),0.0645,ANG,C-29,2.83,1.026666666666667,1.9283333333333337,5.602708222222225,20.684811111111117,1200.0,,False,2.83,1.9283333333333337,1.026666666666667,1.776094224177552,0.7375043207664983,2.7564935064935057,0.4394861464566593,0.5324114088159033,0.6813898704358069,1.2,200.0,8,0
IC CAPTURE 20.11.2024-ANG,THIRD,PLA HC,HC-3,3.7,"a, b, c (mm)",4.73,2.35,2.31,Plexiglass,Part 1 (2023-2024),0.077,ANG,HC-3,4.73,2.35,2.31,25.676805,54.9406,1200.0,,False,4.73,2.35,2.31,2.950169673282094,0.7660986818581917,2.047619047619048,0.6928631730336547,0.9829787234042553,0.4968287526427061,1.2,200.0,10,0
IC CAPTURE 20.11.2024-ANG,THIRD,PLA HC,HC-4,4.08,"a, b, c (mm)",4.78,2.27,2.89,Plexiglass,Part 1 (2023-2024),0.0699,ANG,HC-4,4.78,2.27,2.89,31.358234000000003,62.45020000000001,1200.0,,False,4.78,2.89,2.27,3.153434869078609,0.7700483984760618,2.105726872246696,0.6107493135318885,0.7854671280276816,0.604602510460251,1.2,200.0,10,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-4,2.5,"a, b, c (mm)",4.75,2.84,4.78,Plexiglass,Part 1 (2023-2024),0.114,ANG,C-4,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1171.3283185247333,0.724,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1713283185247332,171.32831852473328,8,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-6,2.84,"a, b, c (mm)",3.82,2.86,3.84,Plexiglass,Part 1 (2023-2024),0.1004,ANG,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,8,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-8,2.7,"a, b, c (mm)",1.8,2.34,1.83,Plexiglass,Part 1 (2023-2024),0.1056,ANG,C-8,1.8,2.34,1.83,7.70796,23.5764,1200.0,,False,2.34,1.83,1.8,1.9753610406560558,0.8003862173052022,1.2999999999999998,0.869839312029283,0.9836065573770492,0.7820512820512822,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-11,2.46,"a, b, c (mm)",3.79,2.87,3.81,Plexiglass,Part 1 (2023-2024),0.1159,ANG,C-11,3.79,2.87,3.81,41.442513,72.5038,1200.0,,False,3.81,3.79,2.87,3.460578411325615,0.7987681577495177,1.3275261324041812,0.7552657730854594,0.7572559366754618,0.994750656167979,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-15,2.92,"a, b, c (mm)",2.8,2.92,2.81,Plexiglass,Part 1 (2023-2024),0.0976,ANG,C-15,2.8,2.92,2.81,22.97456,48.4984,1200.0,,False,2.92,2.81,2.8,2.842818071637726,0.8058511842871936,1.042857142857143,0.977492526543377,0.9964412811387899,0.9623287671232877,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-20,2.36,"a, b, c (mm)",2.79,1.02,2.81,Plexiglass,Part 1 (2023-2024),0.1208,ANG,C-20,2.79,1.02,2.81,7.996698,27.1038,1200.0,,False,2.81,2.79,1.02,1.9997247954663024,0.7135007004381,2.7549019607843137,0.36428803755866834,0.3655913978494624,0.9928825622775801,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA C,C-28,2.62,"a, b, c (mm)",3.82,2.84,3.83,Plexiglass,Part 1 (2023-2024),0.1088,ANG,C-28,3.82,2.84,3.83,41.550903999999996,72.7132,1200.0,,False,3.83,3.82,2.84,3.463592779798079,0.7978560049642603,1.3485915492957747,0.7424842944889672,0.743455497382199,0.9973890339425587,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-5,2.9,"Diameter, Height (mm)",5.66,5.56,,ABS,Part 2 (2024-2025),0.0983,ANG,CUBE-5,5.66,5.56,5.609999999999999,176.54445599999997,188.8276,1135.0,,False,5.66,5.609999999999999,5.56,5.609851451800408,0.8059746343305935,1.0179856115107915,0.9867000389812209,0.9910873440285205,0.9911660777385157,1.135,135.0,9,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-6,2.58,"Diameter, Height (mm)",5.57,5.64,,ABS,Part 2 (2024-2025),0.1105,ANG,CUBE-6,5.57,5.64,5.605,176.07995400000001,188.49370000000002,1135.0,,False,5.64,5.605,5.57,5.604927147432505,0.8059855007121547,1.0125673249551166,0.9906673152907657,0.9937555753791257,0.9937943262411348,1.135,135.0,9,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-14,3.12,"Diameter, Height (mm)",5.02,3.99,,PLA,Part 2 (2024-2025),0.0913,ANG,CUBE-14,5.02,3.99,4.505,90.23424899999999,121.2397,1200.0,,False,5.02,4.505,3.99,4.48528939519071,0.8024541181879438,1.2581453634085211,0.8390225618814962,0.8856825749167593,0.8974103585657371,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-15,2.94,"Diameter, Height (mm)",2.99,2.98,,PLA,Part 2 (2024-2025),0.0969,ANG,CUBE-15,2.99,2.98,2.9850000000000003,26.596947000000007,53.46130000000001,1200.0,,False,2.99,2.9850000000000003,2.98,2.984997208260929,0.8059952231949802,1.0033557046979866,0.9974898890040662,0.9983249581239529,0.9983277591973244,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-17,4.52,"Diameter, Height (mm)",3.14,3.18,,PLA,Part 2 (2024-2025),0.0631,ANG,CUBE-17,3.14,3.18,3.16,31.553232000000005,59.912800000000004,1200.0,,False,3.18,3.16,3.14,3.1599578053437614,0.8059852146103589,1.0127388535031847,0.9905412062199371,0.9936708860759493,0.9937106918238994,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-19,2.76,"Diameter, Height (mm)",5.13,5.07,,PLA,Part 2 (2024-2025),0.1033,ANG,CUBE-19,5.13,5.07,5.1,132.64641,156.0582,1200.0,,False,5.13,5.1,5.07,5.099941175792103,0.8059866804157303,1.011834319526627,0.9912066081678833,0.9941176470588237,0.9941520467836257,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-25,2.96,"Diameter, Height (mm)",4.98,4.99,,PLA,Part 2 (2024-2025),0.0963,ANG,CUBE-25,4.98,4.99,4.985,123.87824700000003,149.1013,1200.0,,False,4.99,4.985,4.98,4.984998328317728,0.8059957067234527,1.002008032128514,0.9984963660399656,0.9989969909729188,0.998997995991984,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA CUBE,CUBE-28,2.38,"Diameter, Height (mm)",5.06,5.1,,PLA,Part 2 (2024-2025),0.1197,ANG,CUBE-28,5.06,5.1,5.08,131.09447999999998,154.8376,1200.0,,False,5.1,5.08,5.06,5.07997375314523,0.8059918126443261,1.007905138339921,0.9941080089025598,0.9960629921259841,0.9960784313725491,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA HC,HC-7,2.22,"a, b, c (mm)",4.76,2.32,2.29,Plexiglass,Part 1 (2023-2024),0.1284,ANG,HC-7,4.76,2.32,2.29,25.288928,54.5128,1200.0,,False,4.76,2.32,2.29,2.93523902796124,0.7643153493476732,2.078602620087336,0.6891091452613836,0.9870689655172414,0.48739495798319327,1.2,200.0,10,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA HC,HC-9,2.88,"a, b, c (mm)",3.74,1.83,2.84,Plexiglass,Part 1 (2023-2024),0.099,ANG,HC-9,3.74,1.83,2.84,19.437528,45.326,1200.0,,False,3.74,2.84,1.83,2.688728871574943,0.7713131779035804,2.0437158469945356,0.5615082203399849,0.6443661971830986,0.7593582887700534,1.2,200.0,10,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA HC,HC-11,2.94,"a, b, c (mm)",4.67,2.31,2.35,Plexiglass,Part 1 (2023-2024),0.0969,ANG,HC-11,4.67,2.31,2.35,25.351095000000004,54.3814,1200.0,,False,4.67,2.35,2.31,2.9376422626136813,0.7674172476772423,2.0216450216450217,0.697299908912012,0.9829787234042553,0.5032119914346895,1.2,200.0,10,0
IC CAPTURE 23.11.2024-ANG,FIRST,PLA HC,HC-12,3.22,"a, b, c (mm)",3.65,1.85,2.3,Plexiglass,Part 1 (2023-2024),0.0885,ANG,HC-12,3.65,1.85,2.3,15.53075,38.805,1200.0,,False,3.65,2.3,1.85,2.4949631923759,0.7757552486356214,1.9729729729729728,0.6385007006487975,0.8043478260869567,0.6301369863013698,1.2,200.0,10,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-4,2.64,"a, b, c (mm)",2.85,4.79,2.85,Plexiglass,Part 1 (2023-2024),0.108,ANG,C-4,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1171.3283185247333,0.724,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1713283185247332,171.32831852473328,8,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-6,2.58,"a, b, c (mm)",2.86,3.85,2.85,Plexiglass,Part 1 (2023-2024),0.1105,ANG,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,8,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-8,2.54,"a, b, c (mm)",2.32,1.83,2.33,Plexiglass,Part 1 (2023-2024),0.1122,ANG,C-8,2.32,1.83,2.33,9.892247999999999,27.830199999999998,1200.0,,False,2.33,2.32,1.83,2.1466685741702545,0.8007515614635695,1.273224043715847,0.7870985942872109,0.7887931034482759,0.9957081545064377,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-11,3.06,"a, b, c (mm)",2.87,3.84,2.88,Plexiglass,Part 1 (2023-2024),0.0931,ANG,C-11,2.87,3.84,2.88,31.739903999999996,60.691199999999995,1200.0,,False,3.84,2.88,2.87,3.16617709636871,0.7987829859710737,1.337979094076655,0.8630183711324094,0.9965277777777779,0.75,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-15,2.84,"a, b, c (mm)",2.9,2.83,2.9,Plexiglass,Part 1 (2023-2024),0.1004,ANG,C-15,2.9,2.83,2.9,23.8003,49.648,1200.0,,False,2.9,2.9,2.83,2.8764763683804313,0.8059423681960483,1.0247349823321554,0.9758620689655173,0.9758620689655173,1.0,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-20,2.36,"a, b, c (mm)",1.02,2.83,1.02,Plexiglass,Part 1 (2023-2024),0.1208,ANG,C-20,1.02,2.83,1.02,2.944332,13.6272,1200.0,,False,2.83,1.02,1.02,1.433273021919933,0.7290131249143306,2.7745098039215685,0.6003532529007828,1.0,0.36042402826855124,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA C,C-28,2.64,"a, b, c (mm)",2.85,3.84,2.84,Plexiglass,Part 1 (2023-2024),0.108,ANG,C-28,2.85,3.84,2.84,31.080959999999997,59.88719999999999,1200.0,,False,3.84,2.85,2.84,3.1441129652707422,0.7982637337863131,1.352112676056338,0.8584802292968472,0.9964912280701753,0.7421875,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-5,2.56,"Diameter, Height (mm)",5.66,5.6,,ABS,Part 2 (2024-2025),0.1113,ANG,CUBE-5,5.66,5.6,5.63,178.44848,190.1796,1135.0,,False,5.66,5.63,5.6,5.62994671352763,0.8059883483956491,1.010714285714286,0.992031845948143,0.9946714031971581,0.9946996466431095,1.135,135.0,9,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-6,2.92,"Diameter, Height (mm)",5.51,5.65,,ABS,Part 2 (2024-2025),0.0976,ANG,CUBE-6,5.51,5.65,5.58,173.71377,186.8086,1135.0,,False,5.65,5.58,5.51,5.579707272576849,0.8059536921511573,1.0254083484573504,0.9813191533560779,0.9874551971326164,0.9876106194690265,1.135,135.0,9,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-14,3.26,"Diameter, Height (mm)",4.99,3.98,,PLA,Part 2 (2024-2025),0.0874,ANG,CUBE-14,4.99,3.98,4.485,89.07299700000002,120.18130000000002,1200.0,,False,4.99,4.485,3.98,4.465965409946651,0.8025607883376327,1.2537688442211057,0.841301330167544,0.8874024526198439,0.8987975951903808,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-15,2.94,"Diameter, Height (mm)",2.99,2.97,,PLA,Part 2 (2024-2025),0.0969,ANG,CUBE-15,2.99,2.97,2.9800000000000004,26.46329400000001,53.28220000000002,1200.0,,False,2.99,2.9800000000000004,2.97,2.979988814275687,0.8059929516113764,1.0067340067340067,0.9949762702077783,0.9966442953020134,0.9966555183946489,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-17,4.64,"Diameter, Height (mm)",3.14,3.16,,PLA,Part 2 (2024-2025),0.0614,ANG,CUBE-17,3.14,3.16,3.1500000000000004,31.25556000000001,59.53480000000001,1200.0,,False,3.16,3.1500000000000004,3.14,3.149989417953869,0.8059932693525959,1.0063694267515924,0.9952468916437277,0.9968253968253967,0.9968354430379748,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-19,2.2,"Diameter, Height (mm)",5.08,5.06,,PLA,Part 2 (2024-2025),0.1295,ANG,CUBE-19,5.08,5.06,5.07,130.323336,154.2292,1200.0,,False,5.08,5.07,5.06,5.069993425369515,0.8059949318144293,1.0039525691699607,0.9970448188721205,0.9980276134122287,0.9980314960629921,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-25,2.84,"Diameter, Height (mm)",4.97,4.99,,PLA,Part 2 (2024-2025),0.1004,ANG,CUBE-25,4.97,4.99,4.98,123.50549400000001,148.80220000000003,1200.0,,False,4.99,4.98,4.97,4.979993306550575,0.8059948936948691,1.0040241448692153,0.9969914744191073,0.9979919678714858,0.9979959919839679,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA CUBE,CUBE-28,2.6,"Diameter, Height (mm)",5.06,5.05,,PLA,Part 2 (2024-2025),0.1096,ANG,CUBE-28,5.06,5.05,5.055,129.170415,153.3181,1200.0,,False,5.06,5.055,5.05,5.054998351466656,0.8059957141572601,1.001980198019802,0.998517175873065,0.9990108803165183,0.9990118577075099,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA HC,HC-9,3.22,"a, b, c (mm)",3.73,1.83,2.84,Plexiglass,Part 1 (2023-2024),0.0885,ANG,HC-9,3.73,1.83,2.84,19.385555999999998,45.2326,1200.0,,False,3.73,2.84,1.83,2.6863303610498552,0.7715275054377304,2.0382513661202184,0.5622604085142334,0.6443661971830986,0.7613941018766756,1.2,200.0,10,0
IC CAPTURE 23.11.2024-ANG,SECOND,PLA HC,HC-11,3.46,"a, b, c (mm)",4.66,2.31,2.36,Plexiglass,Part 1 (2023-2024),0.0824,ANG,HC-11,4.66,2.31,2.36,25.404456,54.4276,1200.0,,False,4.66,2.36,2.31,2.9397019458130997,0.767841427137009,2.017316017316017,0.69656719926896,0.978813559322034,0.5064377682403433,1.2,200.0,10,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-4,2.16,"a, b, c (mm)",4.773333333333333,2.846666666666666,,Plexiglass,Part 1 (2023-2024),0.1319,ANG,C-4,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1171.3283185247333,0.724,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1713283185247332,171.32831852473328,8,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-6,2.72,"a, b, c (mm)",3.836666666666666,2.856666666666667,,Plexiglass,Part 1 (2023-2024),0.1048,ANG,C-6,3.813333333333333,2.85,2.86,618.101678709403,401.71937960534393,1181.0354592859878,0.73,True,,,,3.050114839356,0.8735101516303213,1.5865921787709496,0.7102024347069995,0.8771084337349397,0.898103976878059,1.1810354592859877,181.03545928598783,8,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-8,2.9,"a, b, c (mm)",1.82,2.33,,Plexiglass,Part 1 (2023-2024),0.0983,ANG,C-8,1.82,2.33,2.075,8.799245000000003,25.7037,1200.0,,False,2.33,2.075,1.82,2.0645011859296227,0.8018973054281203,1.2802197802197801,0.8277217684232502,0.8771084337349397,0.8905579399141631,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-11,2.66,"a, b, c (mm)",3.813333333333333,2.873333333333334,,Plexiglass,Part 1 (2023-2024),0.1071,ANG,C-11,3.813333333333333,2.873333333333334,3.3433333333333337,36.63282903703705,66.62546666666668,1200.0,,False,3.813333333333333,3.3433333333333337,2.873333333333334,3.321162710195934,0.8006158184784268,1.3271461716937352,0.8047181321415556,0.8594217347956132,0.8767482517482519,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-15,2.82,"a, b, c (mm)",2.813333333333333,2.906666666666667,,Plexiglass,Part 1 (2023-2024),0.1011,ANG,C-15,2.813333333333333,2.906666666666667,2.8600000000000003,23.38742755555556,49.07324444444445,1200.0,,False,2.906666666666667,2.8600000000000003,2.813333333333333,2.859746157216721,0.8059244335044694,1.0331753554502372,0.9757544941381399,0.9836829836829835,0.9839449541284403,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-20,2.5,"a, b, c (mm)",2.81,1.02,,Plexiglass,Part 1 (2023-2024),0.114,ANG,C-20,2.81,1.02,1.915,5.488773,20.4013,1200.0,,False,2.81,1.915,1.02,1.7639722822039068,0.7375811270597198,2.7549019607843137,0.4397062337161222,0.5326370757180157,0.6814946619217082,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA C,C-28,2.62,"a, b, c (mm)",3.83,2.843333333333333,,Plexiglass,Part 1 (2023-2024),0.1088,ANG,C-28,3.83,2.843333333333333,3.3366666666666664,36.33618877777777,66.31331111111109,1200.0,,False,3.83,3.3366666666666664,2.843333333333333,3.3121738526770415,0.8000362396960446,1.3470105509964834,0.7953750766255338,0.852147852147852,0.8711923411662315,1.2,200.0,8,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-5,2.88,"Diameter, Height (mm)",5.66,5.55,,ABS,Part 2 (2024-2025),0.099,ANG,CUBE-5,5.66,5.55,5.605,176.06986500000002,188.4901,1135.0,,False,5.66,5.605,5.55,5.604820095325837,0.8059701059827682,1.0198198198198198,0.9853646072956159,0.9901873327386261,0.9902826855123675,1.135,135.0,9,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-6,2.58,"Diameter, Height (mm)",5.56,5.65,,ABS,Part 2 (2024-2025),0.1105,ANG,CUBE-6,5.56,5.65,5.605,176.07547000000002,188.4921,1135.0,,False,5.65,5.605,5.56,5.6048795692232884,0.8059786587554018,1.0161870503597124,0.9880132280802103,0.9919714540588759,0.9920353982300885,1.135,135.0,9,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-14,3.06,"Diameter, Height (mm)",5.02,4.01,,PLA,Part 2 (2024-2025),0.0931,ANG,CUBE-14,5.02,4.01,4.515,90.88785299999999,121.80129999999998,1200.0,,False,5.02,4.515,4.01,4.496092954437418,0.8026066686102957,1.2518703241895262,0.8422938636082697,0.8881506090808416,0.899402390438247,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-15,2.72,"Diameter, Height (mm)",2.99,2.98,,PLA,Part 2 (2024-2025),0.1048,ANG,CUBE-15,2.99,2.98,2.9850000000000003,26.596947000000007,53.46130000000001,1200.0,,False,2.99,2.9850000000000003,2.98,2.984997208260929,0.8059952231949802,1.0033557046979866,0.9974898890040662,0.9983249581239529,0.9983277591973244,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-17,4.28,"Diameter, Height (mm)",3.15,3.18,,PLA,Part 2 (2024-2025),0.0666,ANG,CUBE-17,3.15,3.18,3.165,31.703805,60.10289999999999,1200.0,,False,3.18,3.165,3.15,3.1649763031401137,0.8059899423425989,1.0095238095238097,0.9929105760160826,0.995260663507109,0.9952830188679245,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-19,2.6,"Diameter, Height (mm)",5.11,5.06,,PLA,Part 2 (2024-2025),0.1096,ANG,CUBE-19,5.11,5.06,5.085,131.480811,155.1421,1200.0,,False,5.11,5.085,5.06,5.084959029496182,0.8059894829418992,1.0098814229249014,0.9926464371675133,0.9950835791543755,0.9951076320939334,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-25,2.92,"Diameter, Height (mm)",4.97,4.98,,PLA,Part 2 (2024-2025),0.0976,ANG,CUBE-25,4.97,4.98,4.975,123.134235,148.50369999999998,1200.0,,False,4.98,4.975,4.97,4.97499832495756,0.805995705635788,1.0020120724346078,0.9984933454303038,0.9989949748743718,0.9989959839357428,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA CUBE,CUBE-28,2.14,"Diameter, Height (mm)",5.05,5.06,,PLA,Part 2 (2024-2025),0.1332,ANG,CUBE-28,5.05,5.06,5.055,129.170415,153.3181,1200.0,,False,5.06,5.055,5.05,5.054998351466656,0.8059957141572601,1.001980198019802,0.998517175873065,0.9990108803165183,0.9990118577075099,1.2,200.0,9,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA HC,HC-9,3.24,"a, b, c (mm)",3.74,1.83,2.84,Plexiglass,Part 1 (2023-2024),0.088,ANG,HC-9,3.74,1.83,2.84,19.437528,45.326,1200.0,,False,3.74,2.84,1.83,2.688728871574943,0.7713131779035804,2.0437158469945356,0.5615082203399849,0.6443661971830986,0.7593582887700534,1.2,200.0,10,0
IC CAPTURE 23.11.2024-ANG,THIRD,PLA HC,HC-11,3.36,"a, b, c (mm)",4.66,2.31,2.36,Plexiglass,Part 1 (2023-2024),0.0848,ANG,HC-11,4.66,2.31,2.36,25.404456,54.4276,1200.0,,False,4.66,2.36,2.31,2.9397019458130997,0.767841427137009,2.017316017316017,0.69656719926896,0.978813559322034,0.5064377682403433,1.2,200.0,10,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-10,2.98,"a, b, c (mm)",2.76,2.31,2.78,Plexiglass,Part 1 (2023-2024),0.0956,ANG,C-10,2.76,2.31,2.78,17.724168,40.9404,1200.0,,False,2.78,2.76,2.31,2.6072856795111243,0.8029884185748254,1.2034632034632033,0.8339404523919873,0.8369565217391305,0.9928057553956835,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-14,2.46,"a, b, c (mm)",2.79,2.91,2.83,Plexiglass,Part 1 (2023-2024),0.1159,ANG,C-14,2.79,2.91,2.83,22.976487000000002,48.4998,1200.0,,False,2.91,2.83,2.79,2.84289755023306,0.8058729812943641,1.043010752688172,0.9722198659285329,0.9858657243816255,0.9725085910652921,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-17,2.5,"a, b, c (mm)",4.78,1.02,4.71,Plexiglass,Part 1 (2023-2024),0.114,ANG,C-17,4.78,1.02,4.71,22.964076000000002,64.3872,1200.0,,False,4.78,4.71,1.02,2.8423855840032393,0.6068069814178432,4.686274509803922,0.21496896718006778,0.21656050955414013,0.9853556485355648,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-18,2.46,"a, b, c (mm)",3.79,0.99,3.77,Plexiglass,Part 1 (2023-2024),0.1159,ANG,C-18,3.79,0.99,3.77,14.145417,43.5454,1200.0,,False,3.79,3.77,0.99,2.418458196474354,0.6495596065521642,3.8282828282828283,0.26190567840393836,0.2625994694960212,0.9947229551451188,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-22,2.94,"a, b, c (mm)",4.82,2.3,4.83,Plexiglass,Part 1 (2023-2024),0.0969,ANG,C-22,4.82,2.3,4.83,53.54538,90.9512,1200.0,,False,4.83,4.82,2.3,3.7691261075819984,0.7553652954353198,2.1,0.476684193768596,0.47717842323651444,0.9979296066252589,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-23,2.3,"a, b, c (mm)",2.77,1.01,2.86,Plexiglass,Part 1 (2023-2024),0.1239,ANG,C-23,2.77,1.01,2.86,8.001422,27.217,1200.0,,False,2.86,2.77,1.01,2.0001184929795683,0.7108129343003867,2.8316831683168315,0.35883803737617637,0.36462093862815886,0.9685314685314685,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-24,2.18,"a, b, c (mm)",3.79,2.29,3.81,Plexiglass,Part 1 (2023-2024),0.1307,ANG,C-24,3.79,2.29,3.81,33.067371,63.687799999999996,1200.0,,False,3.81,3.79,2.29,3.209715621976903,0.782277770572907,1.6637554585152838,0.6026336656326488,0.604221635883905,0.994750656167979,1.2,200.0,8,0
IC CAPTURE 30.11.2024 ANG,FIRST,PLA C,C-26,2.62,"a, b, c (mm)",3.78,2.82,3.85,Plexiglass,Part 1 (2023-2024),0.1088,ANG,C-26,3.78,2.82,3.85,41.03946,72.13919999999999,1200.0,,False,3.85,3.78,2.82,3.4493231186240205,0.7975915809707346,1.3652482269503547,0.7392185280134136,0.746031746031746,0.9818181818181817,1.2,200.0,8,0
