Klasor,experiment,category,particle_code,Video Suresi (sn),Boyut Tipi,a_v,b_v,c_v,material_v,Kaynak,velocity_ms,view,particle_code_clean,a_mm,b_mm,c_mm,volume_mm3,surface_area_mm2,density_kg_m3,weight_g,matched,L,I,S,d_eq,sphericity,aspect_ratio,CSF,flatness,elongation,density_ratio,density_diff,category_encoded,view_encoded
IC CAPTURE 10.11.23(MAK),THIRD,WSP,WSP-6,4.0,"a, b, c (mm)",3.63,3.45,2.85,Plexiglass,Part 1 (2023-2024),0.0712,MAK,WSP-6,3.63,3.45,2.85,35.691975,65.403,1200.0,,False,3.63,3.45,2.85,3.292482889684381,0.8015553335672185,1.2736842105263158,0.8053450616620892,0.8260869565217391,0.9504132231404959,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),FIRST,BSP,BSP-8,3.16,"a, b, c (mm)",4.87,4.86,2.34,Plexiglass,Part 1 (2023-2024),0.0902,MAK,BSP-8,4.87,4.86,2.34,55.383588,92.87280000000001,1200.0,,False,4.87,4.86,2.34,3.8117729983479727,0.7565709189716475,2.0811965811965814,0.4809868932857344,0.4814814814814814,0.997946611909651,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),FIRST,BSP,BSP-10,3.18,"a, b, c (mm)",4.83,3.83,2.84,Plexiglass,Part 1 (2023-2024),0.0896,MAK,BSP-10,4.83,3.83,2.84,52.53687599999999,86.1866,1200.0,,False,4.83,3.83,2.84,3.7453126857527104,0.7870830125762089,1.7007042253521127,0.6603062190821425,0.7415143603133159,0.7929606625258799,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),FIRST,BSP,BSP-18,3.14,"a, b, c (mm)",3.79,2.79,2.33,Plexiglass,Part 1 (2023-2024),0.0908,MAK,BSP-18,3.79,2.79,2.33,24.637653,51.811,1200.0,,False,3.79,2.79,2.33,2.9098221452216926,0.7903055636864632,1.6266094420600858,0.7165297295113195,0.8351254480286738,0.7361477572559367,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),FIRST,BSP,BSP-23,4.26,"a, b, c (mm)",4.84,4.84,1.07,Plexiglass,Part 1 (2023-2024),0.0669,MAK,BSP-23,4.84,4.84,1.07,25.065392,67.5664,1200.0,,False,4.84,4.84,1.07,2.9265649501774695,0.6130129914705253,4.523364485981308,0.22107438016528927,0.22107438016528927,1.0,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),FIRST,BSP,BSP-24,4.28,"a, b, c (mm)",3.77,3.76,0.98,Plexiglass,Part 1 (2023-2024),0.0666,MAK,BSP-24,3.77,3.76,0.98,13.891695999999998,43.1092,1200.0,,False,3.77,3.76,0.98,2.4039112151285043,0.6482626619287837,3.8469387755102042,0.26029239420583183,0.26063829787234044,0.9973474801061007,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),FIRST,C,C-13,2.5,"a, b, c (mm)",2.78,2.88,2.8,Plexiglass,Part 1 (2023-2024),0.114,MAK,C-13,2.78,2.88,2.8,22.417919999999995,47.7088,1200.0,,False,2.88,2.8,2.78,2.819671004323257,0.8059025094604069,1.0359712230215827,0.9789703450605317,0.9928571428571429,0.9722222222222222,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),FIRST,C,C-17,16.76,"a, b, c (mm)",4.78,1.02,4.71,Plexiglass,Part 1 (2023-2024),0.017,MAK,C-17,4.78,1.02,4.71,22.964076000000002,64.3872,1200.0,,False,4.78,4.71,1.02,2.8423855840032393,0.6068069814178432,4.686274509803922,0.21496896718006778,0.21656050955414013,0.9853556485355648,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),FIRST,C,C-18,3.74,"a, b, c (mm)",3.79,0.99,3.77,Plexiglass,Part 1 (2023-2024),0.0762,MAK,C-18,3.79,0.99,3.77,14.145417,43.5454,1200.0,,False,3.79,3.77,0.99,2.418458196474354,0.6495596065521642,3.8282828282828283,0.26190567840393836,0.2625994694960212,0.9947229551451188,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),FIRST,C,C-20,4.06,"a, b, c (mm)",2.79,1.02,2.81,Plexiglass,Part 1 (2023-2024),0.0702,MAK,C-20,2.79,1.02,2.81,7.996698,27.1038,1200.0,,False,2.81,2.79,1.02,1.9997247954663024,0.7135007004381,2.7549019607843137,0.36428803755866834,0.3655913978494624,0.9928825622775801,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),FIRST,C,C-24,3.76,"a, b, c (mm)",3.79,2.29,3.81,Plexiglass,Part 1 (2023-2024),0.0758,MAK,C-24,3.79,2.29,3.81,33.067371,63.687799999999996,1200.0,,False,3.81,3.79,2.29,3.209715621976903,0.782277770572907,1.6637554585152838,0.6026336656326488,0.604221635883905,0.994750656167979,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),FIRST,HC,HC-7,4.04,"a, b, c (mm)",4.76,2.32,2.29,Plexiglass,Part 1 (2023-2024),0.0705,MAK,HC-7,4.76,2.32,2.29,25.288928,54.5128,1200.0,,False,4.76,2.32,2.29,2.93523902796124,0.7643153493476732,2.078602620087336,0.6891091452613836,0.9870689655172414,0.48739495798319327,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),FIRST,HC,HC-8,4.4,"a, b, c (mm)",4.75,2.4,2.35,Plexiglass,Part 1 (2023-2024),0.0648,MAK,HC-8,4.75,2.4,2.35,26.790000000000003,56.405,1200.0,,False,4.75,2.4,2.35,2.9922019700277587,0.7676236206419609,2.021276595744681,0.6960099313669335,0.9791666666666667,0.5052631578947369,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),FIRST,HC,HC-13,4.6,"a, b, c (mm)",3.71,1.85,2.29,Plexiglass,Part 1 (2023-2024),0.062,MAK,HC-13,3.71,1.85,2.29,15.717415,39.1918,1200.0,,False,3.71,2.29,1.85,2.504919114576383,0.774241289096575,2.0054054054054054,0.6346978576798874,0.8078602620087336,0.6172506738544474,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),FIRST,HC,HC-14,4.26,"a, b, c (mm)",3.7,1.81,2.85,Plexiglass,Part 1 (2023-2024),0.0669,MAK,HC-14,3.7,1.81,2.85,19.086450000000003,44.801,1200.0,,False,3.7,2.85,1.81,2.6724426019595815,0.7709268811020568,2.044198895027624,0.5573850073939198,0.6350877192982456,0.7702702702702703,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),FIRST,HC,HC-27,2.9,"a, b, c (mm)",4.71,2.32,1.0,Plexiglass,Part 1 (2023-2024),0.0983,MAK,HC-27,4.71,2.32,1.0,10.9272,35.9144,1200.0,,False,4.71,2.32,1.0,2.2190629922796297,0.6630629637416205,4.71,0.30251405286044336,0.4310344827586207,0.4925690021231422,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),FIRST,WSP,WSP-7,4.2,"a, b, c (mm)",3.45,3.47,2.86,Plexiglass,Part 1 (2023-2024),0.0679,MAK,WSP-7,3.45,3.47,2.86,34.23849,63.525400000000005,1200.0,,False,3.47,3.45,2.86,3.247168816428863,0.8026874104842342,1.2132867132867133,0.8265930476910933,0.8289855072463768,0.9942363112391931,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),FIRST,WSP,WSP-8,3.62,"a, b, c (mm)",3.46,3.5,2.36,Plexiglass,Part 1 (2023-2024),0.0787,MAK,WSP-8,3.46,3.5,2.36,28.579599999999996,57.07119999999999,1200.0,,False,3.5,3.46,2.36,3.057398503757856,0.7920839579290856,1.4830508474576272,0.6781721194629321,0.6820809248554913,0.9885714285714285,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),FIRST,WSP,WSP-16,17.58,"a, b, c (mm)",4.32,1.62,2.35,Plexiglass,Part 1 (2023-2024),0.0162,MAK,WSP-16,4.32,1.62,2.35,16.446240000000003,41.91480000000001,1200.0,,False,4.32,2.35,1.62,2.5430537598734246,0.7461528612125259,2.6666666666666665,0.5084394145794289,0.6893617021276596,0.5439814814814815,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),FIRST,WSP,WSP-17,5.98,"a, b, c (mm)",4.03,1.66,2.86,Plexiglass,Part 1 (2023-2024),0.0477,MAK,WSP-17,4.03,1.66,2.86,19.132828,45.9264,1200.0,,False,4.03,2.86,1.66,2.674605432821651,0.7532535122050247,2.4277108433734944,0.48895911714308565,0.5804195804195804,0.7096774193548386,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),FIRST,WSP,WSP-23,5.18,"a, b, c (mm)",4.18,1.61,2.34,Plexiglass,Part 1 (2023-2024),0.055,MAK,WSP-23,4.18,1.61,2.34,15.747732,40.556799999999996,1200.0,,False,4.18,2.34,1.61,2.5065286425560718,0.7491448302507391,2.5962732919254656,0.5147896496914406,0.6880341880341881,0.5598086124401914,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),SECOND,BSP,BSP-8,3.86,"a, b, c (mm)",4.86,4.84,2.33,Plexiglass,Part 1 (2023-2024),0.0738,MAK,BSP-8,4.86,4.84,2.33,54.80719200000001,92.2468,1200.0,,False,4.86,4.84,2.33,3.7985033810908404,0.7564110237076463,2.0858369098712446,0.48041339231353575,0.48140495867768596,0.9958847736625513,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),SECOND,BSP,BSP-10,3.12,"a, b, c (mm)",4.82,3.83,2.83,Plexiglass,Part 1 (2023-2024),0.0913,MAK,BSP-10,4.82,3.83,2.83,52.24349800000001,85.8802,1200.0,,False,4.82,3.83,2.83,3.7383281058984146,0.7869477701968925,1.7031802120141344,0.6586633966385221,0.7389033942558747,0.7946058091286307,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),SECOND,BSP,BSP-18,3.2,"a, b, c (mm)",3.83,2.82,2.32,Plexiglass,Part 1 (2023-2024),0.0891,MAK,BSP-18,3.83,2.82,2.32,25.057391999999997,52.45719999999999,1200.0,,False,3.83,2.82,2.32,2.9262535645178662,0.7894105575488599,1.6508620689655173,0.705933909559292,0.8226950354609929,0.7362924281984333,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),SECOND,BSP,BSP-23,4.24,"a, b, c (mm)",4.82,4.8,1.01,Plexiglass,Part 1 (2023-2024),0.0672,MAK,BSP-23,4.82,4.8,1.01,23.367359999999998,65.70439999999999,1200.0,,False,4.82,4.8,1.01,2.858927989185873,0.6015837598302334,4.772277227722772,0.2099796637719639,0.21041666666666667,0.9958506224066389,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),SECOND,BSP,BSP-24,3.3,"a, b, c (mm)",3.78,3.76,0.98,Plexiglass,Part 1 (2023-2024),0.0864,MAK,BSP-24,3.78,3.76,0.98,13.928543999999997,43.20399999999999,1200.0,,False,3.78,3.76,0.98,2.4060348127126234,0.6479835498557277,3.857142857142857,0.2599478640823524,0.26063829787234044,0.9947089947089947,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),SECOND,C,C-18,4.16,"a, b, c (mm)",1.02,3.75,1.0,Plexiglass,Part 1 (2023-2024),0.0685,MAK,C-18,1.02,3.75,1.0,3.825,17.19,1200.0,,False,3.75,1.02,1.0,1.5639054021882666,0.6880645887620198,3.75,0.5113099925649136,0.9803921568627451,0.272,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),SECOND,C,C-20,4.16,"a, b, c (mm)",1.02,2.83,1.02,Plexiglass,Part 1 (2023-2024),0.0685,MAK,C-20,1.02,2.83,1.02,2.944332,13.6272,1200.0,,False,2.83,1.02,1.02,1.433273021919933,0.7290131249143306,2.7745098039215685,0.6003532529007828,1.0,0.36042402826855124,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),SECOND,C,C-24,4.4,"a, b, c (mm)",2.29,3.88,2.29,Plexiglass,Part 1 (2023-2024),0.0648,MAK,C-24,2.29,3.88,2.29,20.347108,46.028999999999996,1200.0,,False,3.88,2.29,2.29,2.730030904845882,0.7830467864101166,1.6943231441048034,0.7682487784350915,1.0,0.5902061855670103,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),SECOND,HC,HC-7,3.8,"a, b, c (mm)",4.76,2.3,2.29,Plexiglass,Part 1 (2023-2024),0.075,MAK,HC-7,4.76,2.3,2.29,25.070919999999997,54.23079999999999,1200.0,,False,4.76,2.3,2.29,2.9267800789610257,0.7638679598845487,2.078602620087336,0.6920987868267604,0.9956521739130436,0.4831932773109244,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),SECOND,HC,HC-8,1.64,"a, b, c (mm)",4.74,2.39,2.35,Plexiglass,Part 1 (2023-2024),0.1738,MAK,HC-8,4.74,2.39,2.35,26.622210000000006,56.16820000000001,1200.0,,False,4.74,2.39,2.35,2.9859420049338907,0.7676378044887447,2.0170212765957447,0.6981998335785109,0.9832635983263598,0.5042194092827004,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),SECOND,HC,HC-13,2.34,"a, b, c (mm)",3.7,1.84,2.29,Plexiglass,Part 1 (2023-2024),0.1218,MAK,HC-13,3.7,1.84,2.29,15.590320000000002,38.989200000000004,1200.0,,False,3.7,2.29,1.84,2.498149029902097,0.7740633168345242,2.010869565217391,0.6321195464249629,0.8034934497816594,0.6189189189189189,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),SECOND,HC,HC-14,4.6,"a, b, c (mm)",3.71,1.81,2.85,Plexiglass,Part 1 (2023-2024),0.062,MAK,HC-14,3.71,1.81,2.85,19.138035000000002,44.8942,1200.0,,False,3.71,2.85,1.81,2.6748480421438474,0.7707119931826424,2.049723756906077,0.5566333077836652,0.6350877192982456,0.7681940700808626,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),SECOND,WSP,WSP-7,6.42,"a, b, c (mm)",3.47,3.49,2.85,Plexiglass,Part 1 (2023-2024),0.0444,MAK,WSP-7,3.47,3.49,2.85,34.51435500000001,63.89260000000001,1200.0,,False,3.49,3.47,2.85,3.255866485066431,0.8023553220135254,1.224561403508772,0.8189688985111522,0.8213256484149856,0.994269340974212,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),SECOND,WSP,WSP-8,3.2,"a, b, c (mm)",3.47,3.49,2.37,Plexiglass,Part 1 (2023-2024),0.0891,MAK,WSP-8,3.47,3.49,2.37,28.701411000000007,57.211000000000006,1200.0,,False,3.49,3.47,2.37,3.061736060457922,0.7923920033115284,1.4725738396624473,0.6810372945513792,0.6829971181556196,0.994269340974212,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),SECOND,WSP,WSP-17,5.86,"a, b, c (mm)",4.03,1.64,2.86,Plexiglass,Part 1 (2023-2024),0.0486,MAK,WSP-17,4.03,1.64,2.86,18.902312000000002,45.650800000000004,1200.0,,False,4.03,2.86,1.64,2.663820616357502,0.7517019612781154,2.457317073170732,0.48306804344256654,0.5734265734265734,0.7096774193548386,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),SECOND,WSP,WSP-23,5.48,"a, b, c (mm)",4.2,1.59,2.32,Plexiglass,Part 1 (2023-2024),0.052,MAK,WSP-23,4.2,1.59,2.32,15.49296,40.2216,1200.0,,False,4.2,2.32,1.59,2.4929379363537283,0.7472186704293642,2.641509433962264,0.5093642806904993,0.685344827586207,0.5523809523809523,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),THIRD,BSP,BSP-8,3.2,"a, b, c (mm)",4.86,4.84,2.33,Plexiglass,Part 1 (2023-2024),0.0891,MAK,BSP-8,4.86,4.84,2.33,54.80719200000001,92.2468,1200.0,,False,4.86,4.84,2.33,3.7985033810908404,0.7564110237076463,2.0858369098712446,0.48041339231353575,0.48140495867768596,0.9958847736625513,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),THIRD,BSP,BSP-10,3.1,"a, b, c (mm)",4.79,3.82,2.83,Plexiglass,Part 1 (2023-2024),0.0919,MAK,BSP-10,4.79,3.82,2.83,51.782773999999996,85.3282,1200.0,,False,4.79,3.82,2.83,3.7273064766111066,0.7873752297987264,1.6925795053003534,0.6615870525532609,0.7408376963350786,0.7974947807933194,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),THIRD,BSP,BSP-18,1.04,"a, b, c (mm)",3.85,2.82,2.34,Plexiglass,Part 1 (2023-2024),0.274,MAK,BSP-18,3.85,2.82,2.34,25.405379999999997,52.92959999999999,1200.0,,False,3.85,2.82,2.34,2.939737585907981,0.7895918240137416,1.6452991452991454,0.7101677372117892,0.8297872340425532,0.7324675324675324,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),THIRD,BSP,BSP-23,4.12,"a, b, c (mm)",4.82,4.81,1.0,Plexiglass,Part 1 (2023-2024),0.0692,MAK,BSP-23,4.82,4.81,1.0,23.1842,65.6284,1200.0,,False,4.82,4.81,1.0,2.85143869087774,0.5991290592638263,4.82,0.2076844318089605,0.2079002079002079,0.9979253112033194,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),THIRD,BSP,BSP-24,5.54,"a, b, c (mm)",3.77,3.76,1.0,Plexiglass,Part 1 (2023-2024),0.0514,MAK,BSP-24,3.77,3.76,1.0,14.175199999999998,43.410399999999996,1200.0,,False,3.77,3.76,1.0,2.4201543511959542,0.6524939165919724,3.77,0.26560448388350183,0.26595744680851063,0.9973474801061007,1.2,200.0,4,1
IC CAPTURE 17.11.23(MAK),THIRD,C,C-20,3.96,"a, b, c (mm)",2.81,1.02,,Plexiglass,Part 1 (2023-2024),0.072,MAK,C-20,2.81,1.02,1.915,5.488773,20.4013,1200.0,,False,2.81,1.915,1.02,1.7639722822039068,0.7375811270597198,2.7549019607843137,0.4397062337161222,0.5326370757180157,0.6814946619217082,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),THIRD,C,C-24,2.8,"a, b, c (mm)",3.826666666666667,2.29,,Plexiglass,Part 1 (2023-2024),0.1018,MAK,C-24,3.826666666666667,2.29,3.0583333333333336,26.800378888888893,54.93974444444446,1200.0,,False,3.826666666666667,3.0583333333333336,2.29,2.9925883296413174,0.788299852805098,1.671033478893741,0.6693954507885491,0.7487738419618528,0.7992160278745645,1.2,200.0,5,1
IC CAPTURE 17.11.23(MAK),THIRD,HC,HC-7,4.08,"a, b, c (mm)",4.75,2.32,2.29,Plexiglass,Part 1 (2023-2024),0.0699,MAK,HC-7,4.75,2.32,2.29,25.2358,54.42059999999999,1200.0,,False,4.75,2.32,2.29,2.933182097345083,0.7645376020336978,2.074235807860262,0.6898341419324507,0.9870689655172414,0.4884210526315789,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),THIRD,HC,HC-8,4.12,"a, b, c (mm)",4.73,2.39,2.35,Plexiglass,Part 1 (2023-2024),0.0692,MAK,HC-8,4.73,2.39,2.35,26.566045000000006,56.07340000000001,1200.0,,False,4.73,2.39,2.35,2.983840707966184,0.7678537392822784,2.0127659574468084,0.6989374986903079,0.9832635983263598,0.5052854122621564,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),THIRD,HC,HC-13,2.38,"a, b, c (mm)",3.71,1.84,2.29,Plexiglass,Part 1 (2023-2024),0.1197,MAK,HC-13,3.71,1.84,2.29,15.632456000000001,39.0718,1200.0,,False,3.71,2.29,1.84,2.5003975900988267,0.7738180371233015,2.016304347826087,0.6312670584491853,0.8034934497816594,0.6172506738544474,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),THIRD,HC,HC-14,4.82,"a, b, c (mm)",3.71,1.81,2.86,Plexiglass,Part 1 (2023-2024),0.0591,MAK,HC-14,3.71,1.81,2.86,19.205186,45.004599999999996,1200.0,,False,3.71,2.86,1.81,2.6779728674643963,0.7706187355247138,2.049723756906077,0.5556593204971852,0.6328671328671329,0.77088948787062,1.2,200.0,6,1
IC CAPTURE 17.11.23(MAK),THIRD,WSP,WSP-7,3.9,"a, b, c (mm)",3.46,3.49,2.85,Plexiglass,Part 1 (2023-2024),0.0731,MAK,WSP-7,3.46,3.49,2.85,34.41489,63.765800000000006,1200.0,,False,3.49,3.46,2.85,3.252735842284839,0.8024055101089564,1.224561403508772,0.8201515256954764,0.823699421965318,0.991404011461318,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),THIRD,WSP,WSP-8,4.12,"a, b, c (mm)",3.47,3.47,2.36,Plexiglass,Part 1 (2023-2024),0.0692,MAK,WSP-8,3.47,3.47,2.36,28.416524,56.8386,1200.0,,False,3.47,3.47,2.36,3.05157220742856,0.7922970775005047,1.4703389830508475,0.6801152737752161,0.6801152737752161,1.0,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),THIRD,WSP,WSP-17,1.96,"a, b, c (mm)",4.04,1.65,2.85,Plexiglass,Part 1 (2023-2024),0.1454,MAK,WSP-17,4.04,1.65,2.85,18.9981,45.765,1200.0,,False,4.04,2.85,1.65,2.6683126990352655,0.752357239010914,2.4484848484848487,0.4862625594332942,0.5789473684210525,0.7054455445544554,1.2,200.0,14,1
IC CAPTURE 17.11.23(MAK),THIRD,WSP,WSP-23,5.68,"a, b, c (mm)",4.17,1.6,2.34,Plexiglass,Part 1 (2023-2024),0.0502,MAK,WSP-23,4.17,1.6,2.34,15.61248,40.3476,1200.0,,False,4.17,2.34,1.6,2.49933208824011,0.7487112311369993,2.6062499999999997,0.5122052510359022,0.6837606837606839,0.5611510791366906,1.2,200.0,14,1
IC CAPTURE 2.12.23(MAK),FIRST,BSP,BSP-9,3.8,"a, b, c (mm)",4.88,4.88,2.34,Plexiglass,Part 1 (2023-2024),0.075,MAK,BSP-9,4.88,4.88,2.34,55.72569599999999,93.30559999999998,1200.0,,False,4.88,4.88,2.34,3.819605415964905,0.7561595047130438,2.0854700854700856,0.47950819672131145,0.47950819672131145,1.0,1.2,200.0,4,1
IC CAPTURE 2.12.23(MAK),FIRST,BSP,BSP-11,3.18,"a, b, c (mm)",4.82,3.87,2.88,Plexiglass,Part 1 (2023-2024),0.0896,MAK,BSP-11,4.82,3.87,2.88,53.721792,87.3612,1200.0,,False,4.82,3.87,2.88,3.7732608570140536,0.7881324228853183,1.6736111111111114,0.6668274758608589,0.7441860465116279,0.8029045643153526,1.2,200.0,4,1
IC CAPTURE 2.12.23(MAK),FIRST,BSP,BSP-21,2.86,"a, b, c (mm)",3.83,3.81,2.86,Plexiglass,Part 1 (2023-2024),0.0997,MAK,BSP-21,3.83,3.81,2.86,41.733978,72.8854,1200.0,,False,3.83,3.81,2.86,3.4686722102512895,0.7983073076175479,1.3391608391608392,0.748693664835625,0.7506561679790026,0.9947780678851175,1.2,200.0,4,1
IC CAPTURE 2.12.23(MAK),FIRST,BSP,BSP-25,3.36,"a, b, c (mm)",3.83,2.81,2.33,Plexiglass,Part 1 (2023-2024),0.0848,MAK,BSP-25,3.83,2.81,2.33,25.076159,52.467,1200.0,,False,3.83,2.81,2.33,2.92698393177667,0.7896571437141884,1.6437768240343347,0.7102371322022099,0.8291814946619217,0.7336814621409922,1.2,200.0,4,1
IC CAPTURE 2.12.23(MAK),FIRST,BSP,BSP-27,1.8,"a, b, c (mm)",2.89,2.75,1.8,Plexiglass,Part 1 (2023-2024),0.1583,MAK,BSP-27,2.89,2.75,1.8,14.305500000000002,36.199,1200.0,,False,2.89,2.75,1.8,2.427547187138135,0.7872685678503258,1.6055555555555556,0.6384946120470288,0.6545454545454545,0.9515570934256055,1.2,200.0,4,1
IC CAPTURE 2.12.23(MAK),FIRST,C,C-14,11.02,"a, b, c (mm)",2.79,2.91,2.83,Plexiglass,Part 1 (2023-2024),0.0259,MAK,C-14,2.79,2.91,2.83,22.976487000000002,48.4998,1200.0,,False,2.91,2.83,2.79,2.84289755023306,0.8058729812943641,1.043010752688172,0.9722198659285329,0.9858657243816255,0.9725085910652921,1.2,200.0,5,1
IC CAPTURE 2.12.23(MAK),FIRST,C,C-19,2.84,"a, b, c (mm)",4.8,2.84,4.79,Plexiglass,Part 1 (2023-2024),0.1004,MAK,C-19,4.8,2.84,4.79,65.29728,100.45519999999999,1200.0,,False,4.8,4.79,2.84,4.026846085500322,0.7806237537914391,1.6901408450704225,0.5922839507851699,0.5929018789144049,0.9979166666666667,1.2,200.0,5,1
IC CAPTURE 2.12.23(MAK),FIRST,C,C-22,3.74,"a, b, c (mm)",4.82,2.3,4.83,Plexiglass,Part 1 (2023-2024),0.0762,MAK,C-22,4.82,2.3,4.83,53.54538,90.9512,1200.0,,False,4.83,4.82,2.3,3.7691261075819984,0.7553652954353198,2.1,0.476684193768596,0.47717842323651444,0.9979296066252589,1.2,200.0,5,1
IC CAPTURE 2.12.23(MAK),FIRST,C,C-23,4.36,"a, b, c (mm)",2.77,1.01,2.86,Plexiglass,Part 1 (2023-2024),0.0654,MAK,C-23,2.77,1.01,2.86,8.001422,27.217,1200.0,,False,2.86,2.77,1.01,2.0001184929795683,0.7108129343003867,2.8316831683168315,0.35883803737617637,0.36462093862815886,0.9685314685314685,1.2,200.0,5,1
IC CAPTURE 2.12.23(MAK),FIRST,C,C-30,1.72,"a, b, c (mm)",4.74,2.88,4.73,Plexiglass,Part 1 (2023-2024),0.1657,MAK,C-30,4.74,2.88,4.73,64.570176,99.38760000000002,1200.0,,False,4.74,4.73,2.88,4.0118435645509924,0.7831408915552984,1.6458333333333335,0.6082368755426434,0.6088794926004227,0.9978902953586498,1.2,200.0,5,1
IC CAPTURE 2.12.23(MAK),FIRST,HC,HC-11,4.58,"a, b, c (mm)",4.67,2.31,2.35,Plexiglass,Part 1 (2023-2024),0.0622,MAK,HC-11,4.67,2.31,2.35,25.351095000000004,54.3814,1200.0,,False,4.67,2.35,2.31,2.9376422626136813,0.7674172476772423,2.0216450216450217,0.697299908912012,0.9829787234042553,0.5032119914346895,1.2,200.0,6,1
IC CAPTURE 2.12.23(MAK),FIRST,HC,HC-15,4.3,"a, b, c (mm)",3.77,1.87,2.29,Plexiglass,Part 1 (2023-2024),0.0663,MAK,HC-15,3.77,1.87,2.29,16.144271,39.931,1200.0,,False,3.77,2.29,1.87,2.527393202032072,0.773605527354378,2.016042780748663,0.6364337325580898,0.8165938864628821,0.6074270557029178,1.2,200.0,6,1
IC CAPTURE 2.12.23(MAK),FIRST,HC,HC-21,4.32,"a, b, c (mm)",3.7,1.8,2.87,Plexiglass,Part 1 (2023-2024),0.066,MAK,HC-21,3.7,1.8,2.87,19.1142,44.89,1200.0,,False,3.7,2.87,1.8,2.6737371393650795,0.7701440001201608,2.055555555555556,0.5523707775083536,0.627177700348432,0.7756756756756756,1.2,200.0,6,1
IC CAPTURE 2.12.23(MAK),FIRST,HC,HC-26,2.46,"a, b, c (mm)",2.67,1.3,2.28,Plexiglass,Part 1 (2023-2024),0.1159,MAK,HC-26,2.67,1.3,2.28,7.91388,25.0452,1200.0,,False,2.67,2.28,1.3,1.992797425934118,0.7668067504816245,2.0538461538461537,0.526890415009614,0.5701754385964913,0.8539325842696629,1.2,200.0,6,1
IC CAPTURE 2.12.23(MAK),FIRST,HC,HC-32,3.92,"a, b, c (mm)",2.71,1.0,1.02,Plexiglass,Part 1 (2023-2024),0.0727,MAK,HC-32,2.71,1.0,1.02,2.7642,12.9884,1200.0,,False,2.71,1.02,1.0,1.403426978603245,0.7333446216973096,2.71,0.6014717978139861,0.9803921568627451,0.3763837638376384,1.2,200.0,6,1
IC CAPTURE 2.12.23(MAK),FIRST,WSP,WSP-9,4.16,"a, b, c (mm)",3.44,3.53,2.37,Plexiglass,Part 1 (2023-2024),0.0685,MAK,WSP-9,3.44,3.53,2.37,28.779383999999997,57.32419999999999,1200.0,,False,3.53,3.44,2.37,3.064506155204187,0.7922588841048352,1.4894514767932487,0.6801140896296065,0.688953488372093,0.9745042492917847,1.2,200.0,14,1
