category,code,shape_enc,shape_name,a,b,c,density,velocity_mean,velocity_std,measurement_count,volume,surface_area,aspect_ratio,vol_surf_ratio,stokes_factor,equiv_diameter,buoyancy_factor,size_squared,stokes_velocity_est
C,C-14,0,Cylinder,2.8266666666666667,2.9166666666666665,0.0,1389.9875477865692,5.585,1.0617124532251343,4,18.303151510381067,38.45141856385715,0.9688106934765224,0.4759948058919985,3116.017839594589,2.871314062314404,0.3899875477865692,7.990044444444444,3.1160178395945892
C,C-15,0,Cylinder,2.813333333333333,2.9066666666666667,0.0,1429.482626045254,5.49,0.0424264068711928,2,18.06872447030679,38.12273815912158,0.9675570331308035,0.4739494431236309,3399.288176739688,2.859619244274003,0.42948262604525395,7.914844444444443,3.399288176739688
C,C-16,0,Cylinder,2.806666666666666,2.89,0.0,1399.6415848421786,4.295,0.898025612106915,2,17.880077532867613,37.85605184941684,0.9708290095699296,0.4723050702413068,3148.1277395116695,2.848028557909254,0.39964158484217865,7.877377777777776,3.1481277395116694
C,C-18,0,Cylinder,3.77,1.0033333333333332,0.0,1572.996762477667,4.11,0.169705627484771,2,11.199994841740097,34.20885476481682,3.753733820112845,0.3273908912720304,8143.945685418834,1.9448821729520445,0.5729967624776671,14.2129,8.143945685418833
C,C-19,0,Cylinder,4.79,2.853333333333333,0.0,1404.1639357964625,6.13,0.2083266665599963,6,51.41779141563708,78.97812087479817,1.678150181011328,0.651030181725462,9273.177759307615,3.696953700909259,0.40416393579646254,22.9441,9.273177759307615
C,C-22,0,Cylinder,4.833333333333333,2.303333333333333,0.0,1408.665925060924,4.578,0.5321841786449499,5,42.26103889752984,71.67020040389512,2.0974974685375383,0.5896516126334208,9546.890082673253,3.3365817505012183,0.4086659250609241,23.361111111111107,9.546890082673253
C,C-23,0,Cylinder,2.81,0.9966666666666668,0.0,1563.7521690626409,3.3300000000000005,0.0,1,6.180910496542584,21.20161398140388,2.8165720013364512,0.2915164376413049,4451.443502135518,1.673509286897845,0.5637521690626408,7.896100000000001,4.451443502135518
C,C-24,0,Cylinder,3.826666666666666,2.29,0.0,1416.140087392895,3.27,0.5091168824543141,2,26.33701980885783,50.531749888120935,1.670304088462098,0.5211871482784484,6093.696508171621,2.96024773738055,0.4161400873928951,14.643377777777774,6.093696508171621
C,C-25,0,Cylinder,4.77,2.8466666666666662,0.0,1426.340059770645,5.8740000000000006,0.6455850060216706,5,50.87017778219597,78.39860174996595,1.675055601076905,0.6488576044612122,9700.472745955507,3.684915195767739,0.426340059770645,22.752899999999997,9.700472745955507
C,C-27,0,Cylinder,4.813333333333333,2.856666666666667,0.0,1394.1934659589124,5.37,1.0925200226998129,5,51.98060448157976,79.58966679140445,1.68435786772425,0.6530992461441911,9132.744298174472,3.708111229303793,0.39419346595891236,23.16817777777777,9.132744298174472
